"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","sample","fraction_overlap","overlap","padj"
"mTORC1 Signaling","3/200",0.420828571813749,0.504994286176499,0,0,1.27886102699288,1.10689222797625,"PPP1R15A;SLC6A6;SERPINH1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.015,3,0.53901872389761
"KRAS Signaling Up","3/200",0.420828571813749,0.504994286176499,0,0,1.27886102699288,1.10689222797625,"PPP1R15A;ID2;SOX9","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.015,3,0.53901872389761
"Protein Secretion","1/96",0.680904553209691,0.738834426999263,0,0,0.881030235162374,0.338609116247482,"SNX2","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0104166666666667,1,0.741487333379871
"Interferon Gamma Response","2/200",0.686060539356459,0.738834426999263,0,0,0.844599844599845,0.318236273213315,"IFITM2;LAP3","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"E2F Targets","2/200",0.686060539356459,0.738834426999263,0,0,0.844599844599845,0.318236273213315,"SMC3;PAICS","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"Myc Targets V1","2/200",0.686060539356459,0.738834426999263,0,0,0.844599844599845,0.318236273213315,"CUL1;RPS2","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"Spermatogenesis","1/135",0.799690669189392,0.839675202648862,0,0,0.623372499206097,0.139342635276889,"HSPA4L","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.00740740740740741,1,0.843106449828396
"Oxidative Phosphorylation","1/200",0.908001197022506,0.908001197022506,0,0,0.418368437934353,0.0403765630984101,"CYB5R3","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"KRAS Signaling Dn","1/200",0.908001197022506,0.908001197022506,0,0,0.418368437934353,0.0403765630984101,"TENM2","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"Epithelial Mesenchymal Transition","17/200",2.36939124776605e-10,9.95144324061742e-09,0,0,8.3444628264902,184.940147592146,"ECM1;POSTN;SPARC;CADM1;IGFBP4;MMP2;GREM1;SFRP1;NT5E;CXCL12;ID2;COL8A2;SERPINH1;TIMP3;GAS1;CCN2;PFN2","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.085,17,2.37728921859194e-08
"Estrogen Response Late","13/200",7.42019035399656e-07,1.55823997433928e-05,0,0,6.13079924844631,86.52943196718,"FOXC1;ELOVL5;IGFBP4;HSPB8;HSPA4L;HR;CXCL14;PRLR;CXCL12;ID2;FLNB;SLC29A1;NBL1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.065,13,3.19068185221852e-05
"Notch Signaling","6/32",1.73231976568954e-06,2.42524767196536e-05,0,0,19.8915015115888,263.881636573676,"LFNG;FZD1;TCF7L2;NOTCH1;FZD7;HES1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.1875,6,6.13444999379473e-05
"Estrogen Response Early","12/200",4.57335758921931e-06,4.80202546868027e-05,0,0,5.60356836179754,68.8973463017644,"FOXC1;ABLIM1;CXCL12;ELOVL5;IGFBP4;KRT15;HSPB8;FLNB;HR;HES1;AQP3;NBL1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.06,12,0.000143777378248824
"Apoptosis","9/161",0.000124439515285018,0.00104529192839415,0,0,5.13847810898929,46.2036062415481,"APP;DAP;GSTM1;CDKN1B;GSN;MMP2;TIMP2;TIMP3;SOD1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0559006211180124,9,0.00187281470503952
"UV Response Dn","8/144",0.000308082973716702,0.00215658081601691,0,0,5.08655091992744,41.1254835077406,"FZD2;CDKN1B;CITED2;NFIB;ID1;PLPP3;ADGRL2;RUNX1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0555555555555556,8,0.00394608404632882
"Myogenesis","9/200",0.000618583577490289,0.00324756378182402,0,0,4.08112866607978,30.151697916711,"APP;ABLIM1;SPARC;GSN;NOTCH1;DAPK2;FST;HSPB8;IGFBP7","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.045,9,0.0062064552274859
"Xenobiotic Metabolism","9/200",0.000618583577490289,0.00324756378182402,0,0,4.08112866607978,30.151697916711,"ALDH3A1;ELOVL5;IGFBP4;ID2;EPHX1;CAT;APOE;COMT;NDRG2","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.045,9,0.0062064552274859
"Angiogenesis","4/36",0.000814626141158343,0.00380158865873893,0,0,10.6780303030303,75.9504939663024,"APP;POSTN;S100A4;FGFR1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.111111111111111,4,0.00721183730849003
"Coagulation","7/138",0.00124564958174475,0.00523172824332796,0,0,4.60151332529798,30.7753726786369,"SPARC;GSN;CSRP1;S100A1;MMP2;CAPN2;TIMP3","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0507246376811594,7,0.00973871491182262
"IL-2/STAT5 Signaling","8/199",0.00250309572541261,0.00903566048924339,0,0,3.61168900062274,21.6348370501728,"ECM1;NT5E;ALCAM;CD81;S100A1;COL6A1;PHLDA1;HOPX","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0402010050251256,8,0.0167429291855377
"p53 Pathway","8/200",0.00258161728264097,0.00903566048924339,0,0,3.59269456681351,21.410085647202,"APP;NOTCH1;KRT17;CD81;VDR;HSPA4L;EPHX1;S100A4","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.04,8,0.0168927565668463
"TGF-beta Signaling","4/54",0.00370967888764279,0.0119851164062305,0,0,6.82770562770563,38.213370856344,"SKI;ID2;ID1;ID3","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0740740740740741,4,0.0223322669036096
"Adipogenesis","7/200",0.00956693118295781,0.0267874073122819,0,0,3.11344423234251,14.4757808551949,"APLP2;HSPB8;CAT;CYP4B1;APOE;AGPAT3;SOD1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.035,7,0.0442599971388229
"Apical Junction","7/200",0.00956693118295781,0.0267874073122819,0,0,3.11344423234251,14.4757808551949,"ACTN1;MMP2;ZYX;MAP3K20;MSN;NRTN;CD34","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.035,7,0.0442599971388229
"Apical Surface","3/44",0.0148857501816522,0.039075094226837,0,0,6.22077375946173,26.1729779964751,"APP;GAS1;EFNA5","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0681818181818182,3,0.061378230201059
"Reactive Oxygen Species Pathway","3/49",0.0198439038818096,0.0490261154727062,0,0,5.54319715142429,21.7285480734362,"CAT;MGST1;SOD1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0612244897959184,3,0.0746626883553088
"KRAS Signaling Dn","6/200",0.0311088316239392,0.0725872737891914,0,0,2.64318192049701,9.17253780880926,"LFNG;TFAP2B;TENM2;KRT15;SELENOP;PDK2","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.03,6,0.100328936876548
"Pperoxisome","4/104",0.0343572086112824,0.0759475137723085,0,0,3.40519480519481,11.4787190382291,"CADM1;ELOVL5;CAT;SOD1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0384615384615385,4,0.107166008207212
"Wnt-beta Catenin Signaling","2/42",0.0871638722116083,0.153142289030404,0,0,4.23283261802575,10.3279648924679,"FZD1;NOTCH1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0476190476190476,2,0.204514995271424
"TNF-alpha Signaling via NF-kB","5/200",0.087509879445945,0.153142289030404,0,0,2.18171683389075,5.31467002671506,"ID2;HES1;PLPP3;SERPINB8;PHLDA1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.204514995271424
"Hypoxia","5/200",0.087509879445945,0.153142289030404,0,0,2.18171683389075,5.31467002671506,"EFNA3;CDKN1B;CITED2;S100A4;CCN2","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.204514995271424
"Glycolysis","5/200",0.087509879445945,0.153142289030404,0,0,2.18171683389075,5.31467002671506,"NT5E;EFNA3;CITED2;SOX9;SOD1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.204514995271424
"heme Metabolism","5/200",0.087509879445945,0.153142289030404,0,0,2.18171683389075,5.31467002671506,"CAT;PDZK1IP1;AQP3;NUDT4;TNS1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.204514995271424
"Androgen Response","3/100",0.113643621450997,0.187481352759058,0,0,2.62193387842161,5.70188776137391,"ELOVL5;ACTN1;SELENOP","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.03,3,0.244632244019441
"UV Response Up","4/158",0.116059885041322,0.187481352759058,0,0,2.20509360769101,4.74899757856908,"LHX2;EPCAM;EPHX1;AQP3","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0253164556962025,4,0.246014263362238
"Bile Acid Metabolism","3/112",0.145186674315697,0.225845937824418,0,0,2.33185700727618,4.49986597814112,"CAT;SLC29A1;SOD1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0267857142857143,3,0.288807836021772
"Mitotic Spindle","4/199",0.206965563720399,0.310448345580599,0,0,1.73781773781774,2.73741546797931,"SUN2;GSN;PALLD;FLNB","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0201005025125628,4,0.363752837453481
"Cholesterol Homeostasis","2/74",0.215993819537642,0.312818635192446,0,0,2.34775870290892,3.59795308956814,"GSTM2;ALCAM","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.027027027027027,2,0.365605551800993
"Fatty Acid Metabolism","3/158",0.284149749797823,0.397809649716952,0,0,1.63598442714127,2.05848377232219,"ALDH3A1;ELOVL5;EPHX1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0189873417721519,3,0.426848888456847
"Protein Secretion","2/96",0.311583777172908,0.422145762621359,0,0,1.79627431284814,2.09461217732902,"CD63;SOD1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0208333333333333,2,0.451984177971303
"Pancreas Beta Cells","1/40",0.377023487922292,0.494843327898009,0,0,2.16151654613193,2.10844654076914,"VDR","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,1,0.500499165164666
"G2-M Checkpoint","3/200",0.418167415432611,0.532213074186959,0,0,1.28443899877472,1.11986821140841,"CDKN1B;MAP3K20;EFNA5","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.015,3,0.53901872389761
"Interferon Alpha Response","1/97",0.683132953280953,0.776219949852083,0,0,0.875578703703704,0.333653079595966,"IFITM2","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0103092783505155,1,0.741487333379871
"Complement","2/200",0.683812812964931,0.776219949852083,0,0,0.848268088611436,0.322402155054075,"CSRP1;TIMP2","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"mTORC1 Signaling","2/200",0.683812812964931,0.776219949852083,0,0,0.848268088611436,0.322402155054075,"ELOVL5;SERPINH1","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"KRAS Signaling Up","2/200",0.683812812964931,0.776219949852083,0,0,0.848268088611436,0.322402155054075,"ID2;SOX9","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.01,2,0.741487333379871
"PI3K/AKT/mTOR  Signaling","1/105",0.711860221279395,0.786792876150911,0,0,0.807897764628534,0.274583206744427,"CDKN1B","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.00952380952380952,1,0.76388565634616
"Spermatogenesis","1/135",0.798313106969799,0.859721807505937,0,0,0.626068376068376,0.141024652568319,"HSPA4L","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.00740740740740741,1,0.843106449828396
"Interferon Gamma Response","1/200",0.907060773986404,0.907060773986404,0,0,0.420177812137611,0.040986591589681,"IFITM2","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"E2F Targets","1/200",0.907060773986404,0.907060773986404,0,0,0.420177812137611,0.040986591589681,"CDKN1B","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
"Oxidative Phosphorylation","1/200",0.907060773986404,0.907060773986404,0,0,0.420177812137611,0.040986591589681,"CYB5R3","de/mast_p60_de_Notch1_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.911027867679247
